id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
948,5.01,-1.63,-6.72,-1.63,-1.25,5.01,6.62,-0.15,0.38,0.55,-1.79,1.53,0.03,-7.63,-2.37,1.11,-0.4,6.62,-0.5,-0.4,-8.68,0.61,1.53,-0.41,-1.09,-0.7,-2.37,-1.09,-1.63,2.59,12.75,12.75,-1.63,0.15,0.51,-8.23,1.53,0.17,-2.37,-0.37,-3.22,0.52,2.59,-0.13,-2.19,-0.7,-3.22,-3.22,-1.85,0.21,-1.79,-0.7,6.62,-10.65,-1.5,1.53,-0.8,-1.79,-7.63,0.82,-2.19,0.16,1.11,-4.66,-0.15,-1.19,0.55,-2.19,0.17,-0.15,-0.7,-7.63,-0.5,-0.15,-1.63,1.62,-4.66,-0.46,2.59,1.67,-1.25,5.01,-8.23,0.17,-7.63,0.17,-0.15,-0.78,0.16,-2.19,-2.09,1.11,1.62,2.59,-1.06,-10.65,0.55,0.55,-1.63,-1.63,9
949,-0.33,2.64,0.73,0.09,2.14,-0.33,5.97,-4.94,0.44,-0.31,4.8,-1.1,0.69,0.63,-2.78,-0.55,-3.07,5.97,-0.54,-3.07,1.63,-2.34,-1.1,-0.16,-0.42,-2.58,-2.78,-0.42,0.09,3.49,7.39,7.39,2.64,1.09,1.28,-8.24,-1.1,-1.54,-2.78,-1.16,1.47,-0.58,3.49,-1.61,-3.3,-2.58,1.47,1.47,1.64,-0.66,4.8,-2.58,5.97,-1.01,-1.58,-1.1,-0.89,4.8,0.63,-0.05,-3.3,-0.76,-0.55,1.84,-8.96,5.37,-0.31,-3.3,-1.54,-8.96,-2.58,0.63,-0.54,-8.96,2.64,-0.19,1.84,0.15,3.49,0.85,2.14,-0.33,-8.24,-1.54,0.63,-1.54,-8.96,0.22,-0.31,-3.3,0.54,-0.55,-0.19,3.49,-1.25,-1.01,-0.31,-0.31,2.64,0.09,5
950,4.78,2.1,1,1.89,0.79,4.78,2.74,0.37,0.25,-1.4,-0.67,-3.25,0.99,-5.46,-5.94,0.34,6.46,2.74,2.6,6.46,6.34,-0.94,-3.25,-0.18,0.11,-0.04,-5.94,0.11,1.89,1.43,3.85,3.85,2.1,2.08,-0.42,-2.99,-3.25,0.49,-5.94,0.28,-3.54,-0.61,1.43,-2.06,-0.96,-0.04,-3.54,-3.54,1.99,-0.09,-0.67,-0.04,2.74,-2.38,0.54,-3.25,-0.61,-0.67,-5.46,0.82,-0.96,-0.13,0.34,1.05,-2.47,-0.42,-1.4,-0.96,0.49,-2.47,-0.04,-5.46,2.6,-2.47,2.1,1.84,1.05,0.05,1.43,0.56,0.79,4.78,-2.99,0.49,-5.46,0.49,-2.47,0.16,-0.63,-0.96,0.54,0.34,1.84,1.43,0.61,-2.38,-1.4,-1.4,2.1,1.89,13
951,-2.42,-2.66,1.8,6.87,1.74,-2.42,3.43,3.04,0.37,1.5,2.24,-0.68,0.56,3.78,1.37,-0.35,-16.91,3.43,-6.18,-16.91,-12.31,-0.38,-0.68,-0.13,-5.67,-2.52,1.37,-5.67,6.87,-3.97,-13.64,-13.64,-2.66,0.57,-0.06,12.6,-0.68,3.12,1.37,-0.13,-1.82,-0.05,-3.97,0.28,1.57,-2.52,-1.82,-1.82,-0.1,1.18,2.24,-2.52,3.43,13.85,1.33,-0.68,-0.09,2.24,3.78,-2.56,1.57,-0.77,-0.35,2.24,0.76,0.4,1.5,1.57,3.12,0.76,-2.52,3.78,-6.18,0.76,-2.66,-0.91,2.24,-1.48,-3.97,-1.12,1.74,-2.42,12.6,3.12,3.78,3.12,0.76,0.45,0.2,1.57,0,-0.35,-0.91,-3.97,-0.46,13.85,1.5,1.5,-2.66,6.87,2
952,3.18,1.9,0.81,-3.31,-1.34,3.18,-7.51,-0.06,0.28,-0.81,-6.42,3.45,0.04,1.74,1.78,-0.22,-4.41,-7.51,0.14,-4.41,15.33,1.32,3.45,1.03,-0.39,-2.01,1.78,-0.39,-3.31,4.83,-0.17,-0.17,1.9,-0.16,-1.4,-15.44,3.45,-1.62,1.78,0.3,0.38,0.53,4.83,-0.55,5.17,-2.01,0.38,0.38,3.57,0.62,-6.42,-2.01,-7.51,-10.86,0.52,3.45,-0.08,-6.42,1.74,0.55,5.17,1.28,-0.22,-0.01,-6.67,1.84,-0.81,5.17,-1.62,-6.67,-2.01,1.74,0.14,-6.67,1.9,-3.41,-0.01,-0.07,4.83,-0.78,-1.34,3.18,-15.44,-1.62,1.74,-1.62,-6.67,-0.91,0.57,5.17,1.25,-0.22,-3.41,4.83,0.61,-10.86,-0.81,-0.81,1.9,-3.31,11
953,-2.3,3.65,5.91,-4.85,-2.84,-2.3,-4.99,0.66,-1.22,-1.86,-7.48,3.54,-1.85,3.51,2.95,-0.53,-0.72,-4.99,0.72,-0.72,16.2,-0.33,3.54,0.04,-2.19,2.04,2.95,-2.19,-4.85,-2.42,-7.52,-7.52,3.65,0.51,0.02,-7.06,3.54,-4.66,2.95,-2.32,-3.76,-0.6,-2.42,1.02,1.06,2.04,-3.76,-3.76,-0.19,0,-7.48,2.04,-4.99,1.29,-0.72,3.54,1.48,-7.48,3.51,2.39,1.06,1.8,-0.53,1.84,7.97,0.91,-1.86,1.06,-4.66,7.97,2.04,3.51,0.72,7.97,3.65,0.95,1.84,0.7,-2.42,1.42,-2.84,-2.3,-7.06,-4.66,3.51,-4.66,7.97,0.33,-0.67,1.06,-0.75,-0.53,0.95,-2.42,-1.65,1.29,-1.86,-1.86,3.65,-4.85,6
954,-10.47,-0.58,4.68,5.89,0.73,-10.47,2.69,-2.81,2.35,3.42,0.29,3.5,0.04,2.18,-0.08,-1.42,1.59,2.69,0.34,1.59,9.68,0.95,3.5,0.43,-1.37,4.99,-0.08,-1.37,5.89,-0.8,-8.45,-8.45,-0.58,0.42,-0.33,0.91,3.5,-0.41,-0.08,-1.26,-3.47,1.06,-0.8,0.23,0.17,4.99,-3.47,-3.47,6.32,0.81,0.29,4.99,2.69,5.03,-0.85,3.5,1.71,0.29,2.18,0.18,0.17,-2.76,-1.42,6.44,3.79,-2.61,3.42,0.17,-0.41,3.79,4.99,2.18,0.34,3.79,-0.58,-0.49,6.44,0.2,-0.8,0.37,0.73,-10.47,0.91,-0.41,2.18,-0.41,3.79,-0.21,0.26,0.17,-0.18,-1.42,-0.49,-0.8,-1.44,5.03,3.42,3.42,-0.58,5.89,3
955,10.05,0.28,0.15,1.66,0.26,10.05,5.85,-5.34,-0.26,0.81,-1.31,-1.48,0.82,12.22,-1.38,-3.76,11.14,5.85,-3.89,11.14,-2.26,2.12,-1.48,0.41,-0.08,-2.33,-1.38,-0.08,1.66,0.44,-1.76,-1.76,0.28,0.71,0.63,-1.5,-1.48,2.39,-1.38,-0.34,0.1,-0.33,0.44,0.96,1.6,-2.33,0.1,0.1,5.51,0.14,-1.31,-2.33,5.85,-5.43,-1.46,-1.48,0.08,-1.31,12.22,1.81,1.6,-0.19,-3.76,-3.05,-16.54,-5.39,0.81,1.6,2.39,-16.54,-2.33,12.22,-3.89,-16.54,0.28,3.34,-3.05,-0.99,0.44,1.48,0.26,10.05,-1.5,2.39,12.22,2.39,-16.54,-0.52,0.78,1.6,1.36,-3.76,3.34,0.44,0.31,-5.43,0.81,0.81,0.28,1.66,18
956,19.01,-1.1,0.79,-12.89,0.83,19.01,-1.12,0.23,-0.82,-7.54,-0.97,-3.38,0.37,-2.74,-2.98,0.33,-3.68,-1.12,-2.22,-3.68,6.8,0.77,-3.38,1.26,0.14,-1.76,-2.98,0.14,-12.89,3.11,-2.22,-2.22,-1.1,0.28,-0.8,1.94,-3.38,-3.18,-2.98,-0.41,-2.57,1.08,3.11,-0.82,1.51,-1.76,-2.57,-2.57,-1.63,0.78,-0.97,-1.76,-1.12,-14.21,-1.36,-3.38,-0.22,-0.97,-2.74,0.15,1.51,0.19,0.33,-3.08,-6.21,-0.26,-7.54,1.51,-3.18,-6.21,-1.76,-2.74,-2.22,-6.21,-1.1,-1.73,-3.08,0.64,3.11,1.33,0.83,19.01,1.94,-3.18,-2.74,-3.18,-6.21,-1.17,-0.27,1.51,-0.55,0.33,-1.73,3.11,0.53,-14.21,-7.54,-7.54,-1.1,-12.89,16
957,6.89,0.63,2.83,-5.07,-1.8,6.89,1.29,3.65,0.54,-0.04,-0.85,-4.48,-2.23,-7.38,2.72,2.3,-6.95,1.29,-2.25,-6.95,0.09,-0.81,-4.48,1.09,0.64,-4.8,2.72,0.64,-5.07,0.62,-11.91,-11.91,0.63,1.17,-0.44,7.61,-4.48,1.38,2.72,-0.14,-1.52,-0.62,0.62,1.37,1.14,-4.8,-1.52,-1.52,-2.6,1.38,-0.85,-4.8,1.29,5.6,0.15,-4.48,1.77,-0.85,-7.38,-0.07,1.14,-0.83,2.3,0.46,-2.43,-4.32,-0.04,1.14,1.38,-2.43,-4.8,-7.38,-2.25,-2.43,0.63,-2.48,0.46,0.44,0.62,1.98,-1.8,6.89,7.61,1.38,-7.38,1.38,-2.43,-3.27,0.17,1.14,0.05,2.3,-2.48,0.62,-0.62,5.6,-0.04,-0.04,0.63,-5.07,13
958,1.6,1.76,1,6.92,0.95,1.6,-3.45,4.4,0.69,2.23,-1.25,-3.41,0.32,-7.04,-4.24,3.23,9.06,-3.45,-2.09,9.06,-7.1,-1,-3.41,-1.64,5.67,-0.43,-4.24,5.67,6.92,2.3,3.73,3.73,1.76,1.47,-0.01,-2.66,-3.41,2.19,-4.24,0.04,3.99,-0.15,2.3,-0.89,0.86,-0.43,3.99,3.99,2.15,-1.58,-1.25,-0.43,-3.45,7.64,0.7,-3.41,0.64,-1.25,-7.04,-1.32,0.86,0.72,3.23,-2.44,-14.61,-3.99,2.23,0.86,2.19,-14.61,-0.43,-7.04,-2.09,-14.61,1.76,2.22,-2.44,-0.22,2.3,-0.66,0.95,1.6,-2.66,2.19,-7.04,2.19,-14.61,1.87,0.59,0.86,-0.41,3.23,2.22,2.3,0.18,7.64,2.23,2.23,1.76,6.92,2
959,-7.18,2.23,1.83,-2.21,0.28,-7.18,-5.79,-4.84,-0.1,-0.44,1.59,1.35,-0.26,12.51,3.17,0.98,-3.77,-5.79,1.65,-3.77,6.68,-0.46,1.35,0.32,-3.6,-0.5,3.17,-3.6,-2.21,-1.27,-7.13,-7.13,2.23,0.51,-0.2,6.54,1.35,0.17,3.17,-0.92,2.09,0.84,-1.27,-0.26,2.07,-0.5,2.09,2.09,1.5,1.36,1.59,-0.5,-5.79,3.69,-0.61,1.35,-0.78,1.59,12.51,1.2,2.07,1.06,0.98,3.15,-3.31,2.71,-0.44,2.07,0.17,-3.31,-0.5,12.51,1.65,-3.31,2.23,0.18,3.15,0.47,-1.27,1.85,0.28,-7.18,6.54,0.17,12.51,0.17,-3.31,-0.33,1.34,2.07,0.15,0.98,0.18,-1.27,0.47,3.69,-0.44,-0.44,2.23,-2.21,0
960,-7.55,0.25,-1.57,4.6,-2.18,-7.55,-15.21,3.87,-0.42,0.25,3.14,-1.96,0.07,4.86,0.57,7.8,-9.14,-15.21,3.59,-9.14,13.82,-0.99,-1.96,0.28,3.23,0.49,0.57,3.23,4.6,-2.01,-15.62,-15.62,0.25,1.24,-0.14,4.16,-1.96,3.03,0.57,-1.65,-0.71,-0.79,-2.01,0.14,6.37,0.49,-0.71,-0.71,7.25,-2.47,3.14,0.49,-15.21,14.94,-0.61,-1.96,1.37,3.14,4.86,0.31,6.37,1.22,7.8,2.13,-2.6,-0.68,0.25,6.37,3.03,-2.6,0.49,4.86,3.59,-2.6,0.25,2.17,2.13,-0.97,-2.01,-1.62,-2.18,-7.55,4.16,3.03,4.86,3.03,-2.6,0.07,0.76,6.37,0.51,7.8,2.17,-2.01,-0.89,14.94,0.25,0.25,0.25,4.6,14
961,13.61,-1.67,-0.49,-10.43,-3.82,13.61,0.13,-0.45,0.19,-2.63,-1.68,0.08,-2.07,-4.41,-0.9,-1.41,-5.77,0.13,2.24,-5.77,12.54,0.17,0.08,-1.55,0.28,-2.46,-0.9,0.28,-10.43,2.26,3.71,3.71,-1.67,-0.47,-0.33,-9.4,0.08,-1.87,-0.9,0.67,-5.52,0.91,2.26,0.56,1.52,-2.46,-5.52,-5.52,-3.04,-1.5,-1.68,-2.46,0.13,-9.79,0.41,0.08,0.97,-1.68,-4.41,0.81,1.52,0.14,-1.41,-2.61,2.35,2.88,-2.63,1.52,-1.87,2.35,-2.46,-4.41,2.24,2.35,-1.67,-0.86,-2.61,0.16,2.26,-0.04,-3.82,13.61,-9.4,-1.87,-4.41,-1.87,2.35,0.89,1.27,1.52,-0.05,-1.41,-0.86,2.26,0.68,-9.79,-2.63,-2.63,-1.67,-10.43,2
962,-9.93,-2.98,-4.94,-5.25,1.47,-9.93,8.7,1.31,0.84,2.8,4.7,3.39,-0.43,-1.88,-1.52,0.82,-12.58,8.7,1.52,-12.58,-5.02,-0.15,3.39,1.82,-1.9,4.29,-1.52,-1.9,-5.25,-0.9,1.9,1.9,-2.98,0.43,1.34,-0.14,3.39,-4.32,-1.52,-1.79,-3.2,0.53,-0.9,-0.9,0.54,4.29,-3.2,-3.2,-2.78,-1.19,4.7,4.29,8.7,-4,-1.45,3.39,-0.06,4.7,-1.88,0,0.54,0.51,0.82,-0.31,11.19,1.05,2.8,0.54,-4.32,11.19,4.29,-1.88,1.52,11.19,-2.98,0.47,-0.31,0.59,-0.9,0.94,1.47,-9.93,-0.14,-4.32,-1.88,-4.32,11.19,-1.31,0.16,0.54,-0.85,0.82,0.47,-0.9,0.13,-4,2.8,2.8,-2.98,-5.25,8
963,1.76,0.95,-1.78,-4.95,-0.23,1.76,5.11,-1.05,-0.96,-0.07,-4.18,3.98,-0.01,-1.11,0.78,1.05,-5.87,5.11,-2.68,-5.87,3.1,0.34,3.98,0.11,-2.94,-2.97,0.78,-2.94,-4.95,3.49,1.49,1.49,0.95,-1.75,0.18,-9.59,3.98,-1.63,0.78,0.51,-4.35,-0.1,3.49,1.55,1.41,-2.97,-4.35,-4.35,1.8,0.96,-4.18,-2.97,5.11,-9.85,-0.32,3.98,-1.35,-4.18,-1.11,-0.18,1.41,-0.09,1.05,-1.33,-7.85,-2.87,-0.07,1.41,-1.63,-7.85,-2.97,-1.11,-2.68,-7.85,0.95,1.07,-1.33,0.52,3.49,-0.56,-0.23,1.76,-9.59,-1.63,-1.11,-1.63,-7.85,0.43,-1.57,1.41,-0.48,1.05,1.07,3.49,-1.39,-9.85,-0.07,-0.07,0.95,-4.95,0
964,-3.84,-2.13,-1.16,-2.1,3.97,-3.84,-2.54,-2.54,1.63,1.96,-0.18,-4.36,1.41,6.11,-1.5,7.01,-8.47,-2.54,-1.98,-8.47,-17.43,0.34,-4.36,0.64,-5.59,4.51,-1.5,-5.59,-2.1,-0.62,-2.74,-2.74,-2.13,-1.33,0.84,21.99,-4.36,3.04,-1.5,-1.66,-2.4,0.46,-0.62,1.32,-0.61,4.51,-2.4,-2.4,-0.86,0.04,-0.18,4.51,-2.54,3.22,1.04,-4.36,-1.35,-0.18,6.11,-1.42,-0.61,0.5,7.01,0.2,3.13,0.08,1.96,-0.61,3.04,3.13,4.51,6.11,-1.98,3.13,-2.13,1.15,0.2,0.69,-0.62,1.02,3.97,-3.84,21.99,3.04,6.11,3.04,3.13,0.75,-0.52,-0.61,0.75,7.01,1.15,-0.62,-0.19,3.22,1.96,1.96,-2.13,-2.1,4
965,-5.55,-2.02,1.6,9.76,4.55,-5.55,0.57,1.55,0.25,-0.33,-0.44,1.82,0.67,1.87,-2.83,1.33,4.5,0.57,2.56,4.5,2.11,2.78,1.82,0.27,0.85,1.27,-2.83,0.85,9.76,-2.66,0.79,0.79,-2.02,0.07,-1.28,3.41,1.82,-0.23,-2.83,-0.04,-2.7,2.31,-2.66,-0.35,-2.12,1.27,-2.7,-2.7,3.32,1.1,-0.44,1.27,0.57,-1.81,-0.41,1.82,1.03,-0.44,1.87,1.24,-2.12,1.11,1.33,1.34,4.86,-1.15,-0.33,-2.12,-0.23,4.86,1.27,1.87,2.56,4.86,-2.02,0.65,1.34,-0.52,-2.66,-0.53,4.55,-5.55,3.41,-0.23,1.87,-0.23,4.86,1.22,-1.29,-2.12,-0.53,1.33,0.65,-2.66,0.73,-1.81,-0.33,-0.33,-2.02,9.76,3
966,2.65,0.9,1.09,-3.83,1.33,2.65,1.23,3.02,-0.83,-0.84,-2.64,-2.53,-1.12,-4.31,1.43,-2.31,-0.21,1.23,1.45,-0.21,2.44,-0.83,-2.53,0.27,0.97,-1.6,1.43,0.97,-3.83,2.5,3.38,3.38,0.9,-0.07,2.78,-4.84,-2.53,-1.09,1.43,1.37,-0.59,-0.16,2.5,1.09,-0.7,-1.6,-0.59,-0.59,-2.04,2.08,-2.64,-1.6,1.23,-7.07,-1,-2.53,-1.82,-2.64,-4.31,1,-0.7,0.22,-2.31,1.09,8.44,1.63,-0.84,-0.7,-1.09,8.44,-1.6,-4.31,1.45,8.44,0.9,-2.89,1.09,-1.3,2.5,-0.54,1.33,2.65,-4.84,-1.09,-4.31,-1.09,8.44,-0.02,0.15,-0.7,-0.09,-2.31,-2.89,2.5,-1.12,-7.07,-0.84,-0.84,0.9,-3.83,3
967,-4.76,0.8,-3.56,4.87,2.27,-4.76,5.12,-3.37,-2.01,-2.03,0.82,2.07,-0.44,7.59,2.29,-1.57,-4.24,5.12,-1.03,-4.24,1.19,-1.11,2.07,0.91,-2.5,-1.11,2.29,-2.5,4.87,-2.11,3.54,3.54,0.8,0.75,0.96,-3.68,2.07,0.22,2.29,-0.73,-0.2,-0.25,-2.11,0.37,-1.79,-1.11,-0.2,-0.2,2.31,0.05,0.82,-1.11,5.12,-3.68,-0.97,2.07,1.14,0.82,7.59,1.35,-1.79,-0.75,-1.57,2.84,7.07,5.25,-2.03,-1.79,0.22,7.07,-1.11,7.59,-1.03,7.07,0.8,-1.13,2.84,0.13,-2.11,0.21,2.27,-4.76,-3.68,0.22,7.59,0.22,7.07,0.02,-0.45,-1.79,-0.35,-1.57,-1.13,-2.11,-2.26,-3.68,-2.03,-2.03,0.8,4.87,5
968,-1,-0.02,0.99,7.35,2.39,-1,3.64,-0.27,-0.23,0.6,-1.95,1.32,0.85,-6.37,-2.79,2.94,-2.73,3.64,-4.84,-2.73,-4.34,-1.23,1.32,-0.73,1.77,4.34,-2.79,1.77,7.35,-1.96,5.6,5.6,-0.02,0.02,0.19,-1.87,1.32,0.2,-2.79,0.54,-0.86,-0.4,-1.96,0.47,-2.21,4.34,-0.86,-0.86,0.44,0.23,-1.95,4.34,3.64,5.24,0.23,1.32,-0.53,-1.95,-6.37,0.27,-2.21,0.29,2.94,0.39,1.85,3.66,0.6,-2.21,0.2,1.85,4.34,-6.37,-4.84,1.85,-0.02,-2.8,0.39,0.2,-1.96,-0.67,2.39,-1,-1.87,0.2,-6.37,0.2,1.85,0.26,-1.05,-2.21,0.96,2.94,-2.8,-1.96,-0.39,5.24,0.6,0.6,-0.02,7.35,10
969,-3.71,-1.97,1.73,7.31,1.21,-3.71,-11.57,2.05,0.51,1.35,-5.5,4.61,1.42,0.15,1.21,-0.56,6.48,-11.57,-3.65,6.48,-16.22,-0.11,4.61,-0.36,-0.47,2.91,1.21,-0.47,7.31,0.62,11.08,11.08,-1.97,-0.82,1.53,-1.99,4.61,2.81,1.21,1.52,3.54,1.42,0.62,-0.5,-1.44,2.91,3.54,3.54,-0.96,0.83,-5.5,2.91,-11.57,4.54,-0.86,4.61,-0.48,-5.5,0.15,0.13,-1.44,-1.33,-0.56,-3.86,-4.08,1.32,1.35,-1.44,2.81,-4.08,2.91,0.15,-3.65,-4.08,-1.97,1.8,-3.86,0.06,0.62,0.24,1.21,-3.71,-1.99,2.81,0.15,2.81,-4.08,-2.45,0.93,-1.44,0.32,-0.56,1.8,0.62,1.18,4.54,1.35,1.35,-1.97,7.31,12
970,0.11,1.04,1.5,-1.61,-0.19,0.11,-11.56,0.7,-0.19,-2.64,-0.84,0.96,-1.44,1.77,-0.83,-1.45,7.27,-11.56,3.89,7.27,4.02,1.29,0.96,-0.26,0.1,1.93,-0.83,0.1,-1.61,2.13,5.6,5.6,1.04,0.41,-0.45,-7.23,0.96,-0.71,-0.83,0.29,0.82,-0.44,2.13,1.25,-1.37,1.93,0.82,0.82,1.55,-0.49,-0.84,1.93,-11.56,-3.91,0.53,0.96,-0.69,-0.84,1.77,-1.42,-1.37,-0.67,-1.45,-2.44,-0.99,2.25,-2.64,-1.37,-0.71,-0.99,1.93,1.77,3.89,-0.99,1.04,2.26,-2.44,-1.33,2.13,0.67,-0.19,0.11,-7.23,-0.71,1.77,-0.71,-0.99,0.12,-0.67,-1.37,0.43,-1.45,2.26,2.13,0.42,-3.91,-2.64,-2.64,1.04,-1.61,12
971,-1.53,-1.04,3.49,-4.68,0.1,-1.53,-12.81,0.75,0.51,-1.71,2.46,1.98,0.91,-3.21,4.12,-1.68,-1.46,-12.81,2.63,-1.46,7.14,1.91,1.98,0.7,0.66,-0.36,4.12,0.66,-4.68,3.77,-2.03,-2.03,-1.04,-0.57,-2.03,1.27,1.98,2.9,4.12,-1,0.86,-0.11,3.77,1.3,1.43,-0.36,0.86,0.86,1.05,-0.05,2.46,-0.36,-12.81,0.98,-1.12,1.98,-0.46,2.46,-3.21,-0.38,1.43,-1.72,-1.68,1.04,-3.92,1.45,-1.71,1.43,2.9,-3.92,-0.36,-3.21,2.63,-3.92,-1.04,-3.07,1.04,-0.49,3.77,0.44,0.1,-1.53,1.27,2.9,-3.21,2.9,-3.92,0.85,0.8,1.43,-1.36,-1.68,-3.07,3.77,0.85,0.98,-1.71,-1.71,-1.04,-4.68,6
972,5.5,-4.27,0.1,5.64,6.3,5.5,-13.62,-3.78,0.3,-4.35,-1.85,1.82,-1.31,15.47,-1.6,-0.71,24.07,-13.62,4.98,24.07,-7.61,1.65,1.82,-0.43,0.53,-0.6,-1.6,0.53,5.64,0.9,12.99,12.99,-4.27,1.04,-1.18,6.44,1.82,5.06,-1.6,0.45,-0.95,0.68,0.9,1.41,-4.75,-0.6,-0.95,-0.95,6.06,-0.11,-1.85,-0.6,-13.62,-16.81,0.72,1.82,1.38,-1.85,15.47,-0.43,-4.75,0,-0.71,-8.14,-11.29,-3.88,-4.35,-4.75,5.06,-11.29,-0.6,15.47,4.98,-11.29,-4.27,6.01,-8.14,1.42,0.9,-0.37,6.3,5.5,6.44,5.06,15.47,5.06,-11.29,0.68,-0.79,-4.75,1.02,-0.71,6.01,0.9,-0.98,-16.81,-4.35,-4.35,-4.27,5.64,18
973,2.01,-3.05,-0.94,-7.7,-0.77,2.01,2.53,-1.54,0.53,1.16,0.28,3.2,0.31,2.45,-1.36,0.56,-9.11,2.53,-1.05,-9.11,4.36,0.79,3.2,0.64,-0.14,3.89,-1.36,-0.14,-7.7,-1.24,-1.89,-1.89,-3.05,-0.94,0.05,0.44,3.2,-3.17,-1.36,-0.2,-2.74,0.12,-1.24,-0.18,4.48,3.89,-2.74,-2.74,-2.06,0.3,0.28,3.89,2.53,-4.02,0.27,3.2,-1.18,0.28,2.45,0.76,4.48,-0.46,0.56,-1.81,1.54,1.26,1.16,4.48,-3.17,1.54,3.89,2.45,-1.05,1.54,-3.05,-1.06,-1.81,0.96,-1.24,0.16,-0.77,2.01,0.44,-3.17,2.45,-3.17,1.54,1.22,0.75,4.48,-1.27,0.56,-1.06,-1.24,0.39,-4.02,1.16,1.16,-3.05,-7.7,4
974,2.28,-1.19,-3.16,-7.72,1.99,2.28,11.3,-2.09,-0.62,-0.65,0.98,5.71,0.44,-2.33,-1.7,-4.72,-1.02,11.3,0.8,-1.02,-3.38,-1.33,5.71,-0.92,-3.8,1.21,-1.7,-3.8,-7.72,-1.71,9.07,9.07,-1.19,-0.3,0.66,2.03,5.71,-1.83,-1.7,-0.23,-0.95,-0.24,-1.71,-0.29,2.24,1.21,-0.95,-0.95,-7.29,-0.14,0.98,1.21,11.3,-13.96,-0.45,5.71,-0.6,0.98,-2.33,-0.08,2.24,0.39,-4.72,-3.03,0.93,1.91,-0.65,2.24,-1.83,0.93,1.21,-2.33,0.8,0.93,-1.19,-2.93,-3.03,-2.11,-1.71,1.13,1.99,2.28,2.03,-1.83,-2.33,-1.83,0.93,-0.58,0.11,2.24,-1.42,-4.72,-2.93,-1.71,0.63,-13.96,-0.65,-0.65,-1.19,-7.72,12
975,2.97,-2.21,-1.32,-7.04,1.44,2.97,-0.25,-0.38,0.67,0.05,-0.35,0.41,-0.5,7.23,0.41,0.84,-7.69,-0.25,-0.13,-7.69,-5.62,-0.37,0.41,-0.87,-2.18,0.05,0.41,-2.18,-7.04,-2.02,-1.23,-1.23,-2.21,-0.54,0.32,8.38,0.41,-1.45,0.41,-0.39,0.66,0.08,-2.02,-0.22,3.13,0.05,0.66,0.66,-4.99,1.42,-0.35,0.05,-0.25,-6.07,2.19,0.41,-2.46,-0.35,7.23,-1.13,3.13,0.32,0.84,-3.65,1.33,1.81,0.05,3.13,-1.45,1.33,0.05,7.23,-0.13,1.33,-2.21,-1.54,-3.65,-0.57,-2.02,-0.64,1.44,2.97,8.38,-1.45,7.23,-1.45,1.33,0.76,0.53,3.13,0.19,0.84,-1.54,-2.02,0.44,-6.07,0.05,0.05,-2.21,-7.04,10
976,1.36,-3.69,-2.09,7.75,-5.41,1.36,-2.52,1.16,-0.94,1.37,-2.24,-1.01,0.59,-0.05,2.22,-0.4,-0.26,-2.52,-1.7,-0.26,6.52,0.94,-1.01,-0.01,2.9,-0.1,2.22,2.9,7.75,0.59,-8.17,-8.17,-3.69,-0.58,1.28,-4.59,-1.01,-0.64,2.22,0.31,1.63,-0.47,0.59,-0.47,1.33,-0.1,1.63,1.63,4.32,0.16,-2.24,-0.1,-2.52,2.85,-0.08,-1.01,1.11,-2.24,-0.05,-0.31,1.33,1.66,-0.4,4.51,9.25,-3.13,1.37,1.33,-0.64,9.25,-0.1,-0.05,-1.7,9.25,-3.69,-0.81,4.51,-2.01,0.59,-1.08,-5.41,1.36,-4.59,-0.64,-0.05,-0.64,9.25,-0.25,-0.68,1.33,0.32,-0.4,-0.81,0.59,0.67,2.85,1.37,1.37,-3.69,7.75,19
977,-9.12,3.43,2.01,-2.24,0.59,-9.12,3.79,-0.63,-0.81,3.08,2.3,2.78,-0.67,-14.54,-1.99,-3.02,13.4,3.79,7.28,13.4,1.37,0.37,2.78,-0.7,-0.78,3.78,-1.99,-0.78,-2.24,1.56,13.12,13.12,3.43,-1.13,-1.23,-1.28,2.78,3.92,-1.99,0.96,-3.78,1.18,1.56,-0.01,-2.66,3.78,-3.78,-3.78,-2.87,-0.46,2.3,3.78,3.79,2.67,-0.41,2.78,-0.88,2.3,-14.54,-0.13,-2.66,1.06,-3.02,1.08,0.48,-0.52,3.08,-2.66,3.92,0.48,3.78,-14.54,7.28,0.48,3.43,1.23,1.08,-0.47,1.56,-2.33,0.59,-9.12,-1.28,3.92,-14.54,3.92,0.48,0.42,-1.23,-2.66,-0.19,-3.02,1.23,1.56,1.36,2.67,3.08,3.08,3.43,-2.24,19
